SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
48509,19,1,NA,NA
48510,44,1,NA,NA
48511,121,3,NA,NA
48512,190,4,NA,NA
48513,733,4,5,6
48514,NA,3,2,2
48515,509,3,5,1
48516,NA,3,3,2
48517,194,3,NA,NA
48518,656,3,5,3
48519,9,3,NA,NA
48520,76,3,NA,NA
48521,NA,3,1,2
48522,773,3,4,1
48523,136,4,NA,NA
48524,562,1,4,3
48525,191,3,NA,NA
48526,534,1,1,5
48527,186,4,NA,NA
48528,331,1,2,5
48529,3,5,NA,NA
48530,130,3,NA,NA
48531,839,4,5,1
48532,834,4,2,1
48533,28,4,NA,NA
48534,335,3,3,5
48535,344,3,3,5
48536,602,4,4,2
48537,393,3,2,1
48538,570,1,4,1
48539,208,2,NA,NA
48540,469,4,2,1
48541,449,3,5,1
48542,169,1,NA,NA
48543,NA,3,5,5
48544,168,3,NA,NA
48545,38,3,NA,NA
48546,4,3,NA,NA
48547,170,3,NA,NA
48548,222,2,NA,NA
48549,511,4,4,1
48550,226,3,NA,NA
48551,60,3,NA,NA
48552,630,3,5,1
48553,750,4,4,1
48554,697,1,1,1
48555,452,5,4,1
48556,11,2,NA,NA
48557,846,2,1,1
48558,613,1,4,1
48559,57,4,NA,NA
48560,520,4,4,1
48561,936,3,2,2
48562,919,3,5,1
48563,193,1,NA,NA
48564,131,1,NA,NA
48565,643,3,2,4
48566,144,3,NA,NA
48567,723,4,1,5
48568,24,1,NA,NA
48569,560,3,5,1
48570,49,3,NA,NA
48571,610,2,1,6
48572,49,3,NA,NA
48573,476,3,2,5
48574,278,3,3,6
48575,272,4,5,5
48576,806,3,3,1
48577,361,2,1,3
48578,178,2,NA,NA
48579,464,4,2,1
48580,147,2,NA,NA
48581,169,1,NA,NA
48582,46,1,NA,NA
48583,346,3,3,5
48584,12,1,NA,NA
48585,227,2,NA,NA
48586,537,3,4,6
48587,189,5,NA,NA
48588,802,1,1,5
48589,669,4,4,3
48590,183,3,NA,NA
48591,NA,3,3,2
48592,614,3,4,3
48593,14,3,NA,NA
48594,824,1,1,1
48595,194,2,NA,NA
48596,735,3,5,1
48597,728,3,2,5
48598,137,4,NA,NA
48599,687,2,3,1
48600,531,2,4,1
48601,53,3,NA,NA
48602,37,2,NA,NA
48603,29,3,NA,NA
48604,275,3,4,5
48605,631,3,5,3
48606,637,1,1,1
48607,91,4,NA,NA
48608,213,1,NA,NA
48609,935,3,3,1
48610,523,4,2,1
48611,536,5,5,1
48612,209,4,NA,NA
48613,117,1,NA,NA
48614,41,3,NA,NA
48615,232,3,NA,NA
48616,750,3,4,1
48617,920,3,5,2
48618,93,3,NA,NA
48619,794,4,4,1
48620,476,1,4,4
48621,481,1,1,6
48622,NA,4,3,2
48623,754,3,5,1
48624,110,3,NA,NA
48625,116,5,NA,NA
48626,624,3,4,1
48627,252,1,3,5
48628,797,4,4,3
48629,NA,3,5,1
48630,133,4,NA,NA
48631,87,3,NA,NA
48632,876,3,3,1
48633,948,1,1,2
48634,125,1,NA,NA
48635,14,1,NA,NA
48636,613,4,2,1
48637,102,4,NA,NA
48638,199,3,NA,NA
48639,74,1,NA,NA
48640,612,2,1,1
48641,NA,3,1,1
48642,646,2,3,1
48643,958,3,4,2
48644,486,3,5,5
48645,738,3,1,1
48646,680,3,3,3
48647,532,4,2,3
48648,734,4,2,1
48649,486,1,2,3
48650,431,5,2,1
48651,172,3,NA,NA
48652,90,4,NA,NA
48653,680,2,5,3
48654,26,1,NA,NA
48655,739,2,4,1
48656,176,1,NA,NA
48657,904,2,3,2
48658,NA,3,1,3
48659,722,3,4,1
48660,394,4,4,5
48661,732,4,5,1
48662,54,2,NA,NA
48663,38,1,NA,NA
48664,106,3,NA,NA
48665,142,3,NA,NA
48666,900,3,4,3
48667,48,3,NA,NA
48668,NA,3,3,1
48669,10,1,NA,NA
48670,866,3,3,1
48671,888,3,3,1
48672,NA,3,3,2
48673,935,3,3,3
48674,39,3,NA,NA
48675,60,1,NA,NA
48676,434,2,2,6
48677,121,3,NA,NA
48678,144,1,NA,NA
48679,41,3,NA,NA
48680,108,3,NA,NA
48681,107,3,NA,NA
48682,196,4,NA,NA
48683,178,3,NA,NA
48684,493,4,4,3
48685,335,3,4,1
48686,158,1,NA,NA
48687,350,5,5,1
48688,201,2,NA,NA
48689,467,1,2,5
48690,584,1,4,1
48691,682,4,5,3
48692,221,2,NA,NA
48693,16,3,NA,NA
48694,87,4,NA,NA
48695,870,4,5,1
48696,NA,3,4,1
48697,171,1,NA,NA
48698,418,3,5,6
48699,111,4,NA,NA
48700,125,4,NA,NA
48701,596,3,4,1
48702,153,4,NA,NA
48703,470,3,4,1
48704,862,1,4,1
48705,727,4,2,1
48706,480,1,5,1
48707,131,2,NA,NA
48708,286,3,4,5
48709,45,3,NA,NA
48710,819,3,4,1
48711,245,4,2,5
48712,3,3,NA,NA
48713,45,3,NA,NA
48714,377,1,3,1
48715,881,1,1,2
48716,644,5,3,1
48717,463,4,4,5
48718,NA,3,4,2
48719,547,4,2,5
48720,230,5,NA,NA
48721,477,3,3,6
48722,347,3,5,1
48723,325,1,3,5
48724,409,2,4,1
48725,329,3,5,1
48726,627,3,3,3
48727,573,4,4,1
48728,23,2,NA,NA
48729,NA,3,4,1
48730,535,3,2,3
48731,867,3,4,1
48732,0,1,NA,NA
48733,297,4,5,5
48734,153,4,NA,NA
48735,294,1,3,6
48736,933,2,2,1
48737,945,3,4,1
48738,62,4,NA,NA
48739,197,4,NA,NA
48740,769,4,2,6
48741,56,3,NA,NA
48742,97,3,NA,NA
48743,337,4,4,77
48744,725,3,1,1
48745,119,4,NA,NA
48746,66,1,NA,NA
48747,239,2,NA,NA
48748,161,3,NA,NA
48749,313,4,5,5
48750,3,4,NA,NA
48751,624,1,3,1
48752,117,3,NA,NA
48753,178,2,NA,NA
48754,112,4,NA,NA
48755,625,5,5,1
48756,812,2,4,1
48757,445,5,5,1
48758,292,4,2,5
48759,172,3,NA,NA
48760,54,1,NA,NA
48761,243,3,3,6
48762,177,4,NA,NA
48763,932,2,3,3
48764,163,3,NA,NA
48765,658,5,3,1
48766,711,3,4,1
48767,105,2,NA,NA
48768,149,4,NA,NA
48769,25,1,NA,NA
48770,111,4,NA,NA
48771,NA,4,1,1
48772,475,3,5,1
48773,132,1,NA,NA
48774,NA,5,5,1
48775,38,2,NA,NA
48776,430,1,2,1
48777,143,2,NA,NA
48778,47,1,NA,NA
48779,251,1,3,6
48780,324,1,2,1
48781,133,4,NA,NA
48782,111,3,NA,NA
48783,8,1,NA,NA
48784,NA,3,3,2
48785,170,3,NA,NA
48786,837,3,3,1
48787,236,3,NA,NA
48788,729,3,5,1
48789,224,2,NA,NA
48790,541,4,4,1
48791,457,2,4,1
48792,504,3,3,1
48793,1,1,NA,NA
48794,555,4,4,3
48795,152,1,NA,NA
48796,929,3,2,3
48797,NA,2,4,1
48798,109,5,NA,NA
48799,179,1,NA,NA
48800,510,3,3,1
48801,565,3,4,1
48802,3,4,NA,NA
48803,690,3,5,1
48804,NA,1,4,3
48805,793,3,3,1
48806,265,1,1,5
48807,168,4,NA,NA
48808,410,4,3,5
48809,419,4,4,6
48810,160,3,NA,NA
48811,681,3,2,3
48812,218,3,NA,NA
48813,NA,3,3,2
48814,429,4,4,6
48815,NA,4,2,3
48816,323,1,1,1
48817,508,3,5,1
48818,431,5,5,1
48819,NA,3,4,1
48820,946,3,4,1
48821,615,1,5,5
48822,102,3,NA,NA
48823,726,3,5,1
48824,34,1,NA,NA
48825,25,2,NA,NA
48826,852,3,3,1
48827,655,3,5,2
48828,NA,4,3,1
48829,86,4,NA,NA
48830,541,3,4,5
48831,179,4,NA,NA
48832,79,4,NA,NA
48833,862,3,2,2
48834,209,3,NA,NA
48835,331,2,4,6
48836,124,3,NA,NA
48837,240,4,4,5
48838,378,2,2,6
48839,133,3,NA,NA
48840,25,3,NA,NA
48841,416,3,4,6
48842,323,5,5,5
48843,178,3,NA,NA
48844,755,3,4,1
48845,120,1,NA,NA
48846,618,1,1,1
48847,160,1,NA,NA
48848,121,3,NA,NA
48849,78,3,NA,NA
48850,111,5,NA,NA
48851,729,1,2,4
48852,0,3,NA,NA
48853,714,3,4,1
48854,134,4,NA,NA
48855,128,1,NA,NA
48856,115,4,NA,NA
48857,140,3,NA,NA
48858,NA,5,4,2
48859,789,4,2,1
48860,957,3,1,1
48861,31,4,NA,NA
48862,307,4,5,5
48863,384,2,4,1
48864,721,2,4,3
48865,460,3,4,1
48866,637,4,5,5
48867,34,2,NA,NA
48868,26,1,NA,NA
48869,101,4,NA,NA
48870,91,4,NA,NA
48871,NA,3,4,3
48872,285,3,4,5
48873,254,1,4,6
48874,200,2,NA,NA
48875,24,5,NA,NA
48876,831,2,4,1
48877,146,4,NA,NA
48878,255,3,4,5
48879,120,3,NA,NA
48880,355,5,5,5
48881,115,4,NA,NA
48882,543,2,5,4
48883,140,4,NA,NA
48884,726,4,3,6
48885,54,2,NA,NA
48886,796,3,5,1
48887,874,4,2,1
48888,253,3,3,6
48889,717,2,5,1
48890,8,3,NA,NA
48891,507,3,3,1
48892,197,2,NA,NA
48893,483,1,3,1
48894,50,4,NA,NA
48895,161,2,NA,NA
48896,260,1,2,5
48897,373,5,5,1
48898,188,4,NA,NA
48899,388,1,2,6
48900,144,4,NA,NA
48901,409,3,4,6
48902,367,2,5,4
48903,9,3,NA,NA
48904,445,1,3,1
48905,876,3,5,1
48906,376,2,4,1
48907,476,5,4,1
48908,866,4,4,2
48909,137,3,NA,NA
48910,405,2,2,1
48911,25,4,NA,NA
48912,138,3,NA,NA
48913,178,2,NA,NA
48914,453,4,3,5
48915,382,3,5,1
48916,24,2,NA,NA
48917,NA,3,2,2
48918,157,2,NA,NA
48919,342,4,2,1
48920,102,4,NA,NA
48921,199,1,NA,NA
48922,482,3,3,1
48923,186,4,NA,NA
48924,753,3,5,1
48925,223,1,NA,NA
48926,65,4,NA,NA
48927,811,1,1,6
48928,289,1,2,5
48929,407,3,4,3
48930,74,3,NA,NA
48931,23,1,NA,NA
48932,697,2,1,1
48933,188,3,NA,NA
48934,692,1,1,5
48935,337,3,4,1
48936,296,3,4,5
48937,263,3,4,5
48938,336,3,5,6
48939,NA,2,5,3
48940,949,4,4,3
48941,564,3,4,3
48942,573,4,2,5
48943,129,2,NA,NA
48944,74,3,NA,NA
48945,117,1,NA,NA
48946,146,3,NA,NA
48947,391,3,4,1
48948,778,3,4,3
48949,612,3,4,1
48950,241,3,3,5
48951,779,1,4,2
48952,35,3,NA,NA
48953,675,3,3,1
48954,NA,3,2,2
48955,115,4,NA,NA
48956,417,1,3,4
48957,801,3,5,1
48958,268,4,2,5
48959,79,2,NA,NA
48960,588,1,3,3
48961,205,4,NA,NA
48962,777,5,2,1
48963,140,2,NA,NA
48964,817,3,3,2
48965,508,2,1,1
48966,67,4,NA,NA
48967,106,1,NA,NA
48968,619,1,2,1
48969,238,4,NA,NA
48970,404,3,2,5
48971,529,1,3,1
48972,124,4,NA,NA
48973,37,1,NA,NA
48974,690,4,3,1
48975,110,5,NA,NA
48976,811,2,4,1
48977,358,1,1,5
48978,405,3,3,1
48979,400,3,2,5
48980,29,3,NA,NA
48981,163,3,NA,NA
48982,205,1,NA,NA
48983,445,4,2,1
48984,186,3,NA,NA
48985,NA,3,1,1
48986,NA,1,1,2
48987,592,1,2,5
48988,225,1,NA,NA
48989,627,3,4,4
48990,2,3,NA,NA
48991,803,4,4,1
48992,116,5,NA,NA
48993,572,4,5,3
48994,129,2,NA,NA
48995,142,4,NA,NA
48996,84,3,NA,NA
48997,59,1,NA,NA
48998,469,4,5,1
48999,200,1,NA,NA
49000,766,3,5,1
49001,916,1,1,1
49002,91,4,NA,NA
49003,863,3,5,2
49004,875,5,5,1
49005,8,3,NA,NA
49006,96,1,NA,NA
49007,142,1,NA,NA
49008,741,4,3,1
49009,635,1,1,1
49010,387,3,5,1
49011,35,1,NA,NA
49012,528,4,2,4
49013,753,4,4,3
49014,120,2,NA,NA
49015,92,4,NA,NA
49016,NA,3,2,1
49017,7,5,NA,NA
49018,427,3,4,5
49019,16,4,NA,NA
49020,249,4,2,5
49021,628,2,1,4
49022,244,3,4,5
49023,4,4,NA,NA
49024,13,2,NA,NA
49025,151,1,NA,NA
49026,901,3,4,1
49027,3,1,NA,NA
49028,725,4,5,1
49029,81,3,NA,NA
49030,237,1,NA,NA
49031,570,3,4,1
49032,212,2,NA,NA
49033,205,4,NA,NA
49034,629,5,3,1
49035,728,3,5,1
49036,98,1,NA,NA
49037,769,2,5,1
49038,376,3,5,1
49039,NA,1,1,1
49040,754,3,5,1
49041,138,3,NA,NA
49042,3,2,NA,NA
49043,724,3,4,1
49044,166,4,NA,NA
49045,488,1,2,1
49046,463,4,5,1
49047,302,3,5,1
49048,134,1,NA,NA
49049,452,1,2,1
49050,738,3,5,1
49051,366,2,5,1
49052,636,3,4,1
49053,759,2,2,1
49054,122,4,NA,NA
49055,442,4,3,6
49056,745,1,5,1
49057,4,1,NA,NA
49058,618,2,2,1
49059,145,3,NA,NA
49060,796,1,1,6
49061,921,3,4,1
49062,567,3,4,1
49063,156,4,NA,NA
49064,350,2,3,5
49065,108,2,NA,NA
49066,728,3,5,1
49067,727,4,2,5
49068,428,2,2,6
49069,705,2,2,1
49070,326,3,3,5
49071,922,3,3,1
49072,66,1,NA,NA
49073,81,4,NA,NA
49074,NA,3,2,2
49075,761,4,4,3
49076,654,1,1,1
49077,954,4,1,2
49078,546,3,4,4
49079,268,3,4,5
49080,802,1,1,1
49081,564,5,5,1
49082,450,3,4,6
49083,565,3,4,1
49084,NA,3,3,2
49085,10,1,NA,NA
49086,953,1,1,1
49087,764,3,5,3
49088,139,3,NA,NA
49089,44,1,NA,NA
49090,199,3,NA,NA
49091,532,4,2,6
49092,NA,3,5,1
49093,551,3,3,1
49094,133,1,NA,NA
49095,800,3,4,1
49096,32,1,NA,NA
49097,413,4,3,4
49098,682,3,2,3
49099,263,3,4,1
49100,NA,3,3,2
49101,367,1,1,1
49102,153,1,NA,NA
49103,612,1,4,3
49104,294,3,3,1
49105,833,4,4,2
49106,780,3,4,3
49107,107,3,NA,NA
49108,180,1,NA,NA
49109,547,4,4,5
49110,256,2,3,5
49111,2,2,NA,NA
49112,49,3,NA,NA
49113,856,4,2,2
49114,492,4,3,5
49115,233,2,NA,NA
49116,890,3,5,1
49117,540,3,4,3
49118,470,1,2,1
49119,179,4,NA,NA
49120,728,3,3,3
49121,861,2,1,2
49122,NA,4,2,2
49123,540,3,5,1
49124,399,1,1,1
49125,27,3,NA,NA
49126,41,3,NA,NA
49127,511,3,5,5
49128,114,3,NA,NA
49129,465,3,4,1
49130,1,1,NA,NA
49131,818,3,5,1
49132,34,1,NA,NA
49133,304,4,3,5
49134,490,4,4,1
49135,118,3,NA,NA
49136,634,4,3,1
49137,816,3,5,1
49138,214,3,NA,NA
49139,94,3,NA,NA
49140,445,3,2,5
49141,54,3,NA,NA
49142,544,1,3,1
49143,356,5,2,5
49144,7,1,NA,NA
49145,145,4,NA,NA
49146,808,3,5,1
49147,778,1,1,1
49148,78,4,NA,NA
49149,836,3,3,1
49150,737,3,3,1
49151,NA,3,3,1
49152,143,4,NA,NA
49153,230,2,NA,NA
49154,235,2,NA,NA
49155,89,3,NA,NA
49156,262,1,3,1
49157,596,3,5,1
49158,463,1,1,1
49159,910,4,2,2
49160,780,3,5,1
49161,671,4,1,1
49162,171,3,NA,NA
49163,739,4,5,2
49164,119,3,NA,NA
49165,600,2,5,4
49166,883,3,2,1
49167,583,3,3,1
49168,81,2,NA,NA
49169,37,4,NA,NA
49170,747,3,4,1
49171,383,4,2,5
49172,780,3,4,2
49173,167,4,NA,NA
49174,131,1,NA,NA
49175,456,3,4,6
49176,205,4,NA,NA
49177,760,1,2,3
49178,300,3,4,1
49179,346,2,3,5
49180,630,3,3,3
49181,NA,3,1,1
49182,126,1,NA,NA
49183,10,4,NA,NA
49184,532,2,1,1
49185,29,1,NA,NA
49186,330,1,2,6
49187,913,3,2,2
49188,210,1,NA,NA
49189,495,3,3,1
49190,144,1,NA,NA
49191,33,2,NA,NA
49192,23,3,NA,NA
49193,769,1,4,1
49194,498,4,5,1
49195,417,1,2,1
49196,854,2,1,3
49197,461,3,2,6
49198,949,3,1,2
49199,192,4,NA,NA
49200,31,3,NA,NA
49201,748,3,3,1
49202,109,1,NA,NA
49203,113,2,NA,NA
49204,NA,3,3,1
49205,68,3,NA,NA
49206,169,4,NA,NA
49207,143,3,NA,NA
49208,498,4,4,4
49209,335,4,3,6
49210,130,4,NA,NA
49211,285,4,5,5
49212,932,3,5,5
49213,50,5,NA,NA
49214,456,1,3,1
49215,8,1,NA,NA
49216,439,1,4,1
49217,197,4,NA,NA
49218,NA,4,4,2
49219,869,3,2,2
49220,633,5,1,1
49221,324,3,4,5
49222,551,5,2,6
49223,7,3,NA,NA
49224,142,3,NA,NA
49225,306,3,5,5
49226,93,5,NA,NA
49227,577,2,5,1
49228,625,2,4,4
49229,295,3,5,5
49230,598,2,1,1
49231,110,2,NA,NA
49232,117,3,NA,NA
49233,195,5,NA,NA
49234,469,1,5,3
49235,491,2,1,1
49236,395,4,5,5
49237,103,3,NA,NA
49238,386,4,4,6
49239,566,3,1,5
49240,172,3,NA,NA
49241,425,5,5,1
49242,752,3,3,1
49243,747,3,1,4
49244,362,4,3,5
49245,290,1,4,5
49246,321,3,3,1
49247,895,3,5,1
49248,0,4,NA,NA
49249,NA,2,3,2
49250,784,4,3,1
49251,465,1,3,6
49252,416,3,5,1
49253,485,1,4,1
49254,597,4,1,2
49255,783,4,3,1
49256,700,3,3,1
49257,37,3,NA,NA
49258,NA,3,5,1
49259,551,3,1,1
49260,302,3,3,6
49261,77,4,NA,NA
49262,532,3,4,3
49263,89,1,NA,NA
49264,112,3,NA,NA
49265,557,1,1,1
49266,843,2,1,1
49267,12,4,NA,NA
49268,515,3,3,6
49269,472,4,3,1
49270,8,4,NA,NA
49271,660,5,3,2
49272,722,3,5,1
49273,35,2,NA,NA
49274,30,1,NA,NA
49275,367,3,4,1
49276,36,3,NA,NA
49277,32,4,NA,NA
49278,370,3,2,1
49279,84,3,NA,NA
49280,632,4,5,3
49281,827,3,5,3
49282,212,3,NA,NA
49283,86,4,NA,NA
49284,76,1,NA,NA
49285,770,3,2,1
49286,348,2,2,6
49287,6,3,NA,NA
49288,201,3,NA,NA
49289,516,3,5,1
49290,65,1,NA,NA
49291,440,1,1,5
49292,720,1,5,1
49293,33,1,NA,NA
49294,719,3,5,1
49295,949,4,1,4
49296,492,4,3,5
49297,607,1,3,1
49298,283,3,5,5
49299,615,4,4,1
49300,51,1,NA,NA
49301,638,4,2,1
49302,130,3,NA,NA
49303,573,4,5,4
49304,414,1,2,5
49305,82,3,NA,NA
49306,483,3,2,4
49307,768,3,5,2
49308,169,4,NA,NA
49309,654,2,3,1
49310,270,2,4,1
49311,896,3,1,2
49312,618,4,3,5
49313,467,3,3,1
49314,426,3,2,1
49315,283,4,5,5
49316,561,3,3,1
49317,141,3,NA,NA
49318,182,4,NA,NA
49319,337,3,3,6
49320,242,3,2,5
49321,706,5,5,5
49322,369,1,4,1
49323,880,4,2,2
49324,698,1,1,1
49325,108,4,NA,NA
49326,131,3,NA,NA
49327,228,2,NA,NA
49328,260,3,3,5
49329,531,4,4,1
49330,31,4,NA,NA
49331,780,4,2,3
49332,412,3,3,5
49333,NA,3,1,1
49334,614,2,1,4
49335,616,1,4,3
49336,176,3,NA,NA
49337,190,2,NA,NA
49338,643,1,1,3
49339,742,2,5,2
49340,154,4,NA,NA
49341,568,3,2,1
49342,11,5,NA,NA
49343,814,3,2,1
49344,34,4,NA,NA
49345,14,1,NA,NA
49346,891,3,1,1
49347,133,4,NA,NA
49348,501,4,5,1
49349,555,3,4,5
49350,244,4,3,5
49351,373,3,3,1
49352,80,3,NA,NA
49353,76,4,NA,NA
49354,102,1,NA,NA
49355,390,3,4,3
49356,180,1,NA,NA
49357,55,3,NA,NA
49358,349,2,2,5
49359,514,4,5,1
49360,158,5,NA,NA
49361,387,3,4,1
49362,343,4,5,5
49363,744,3,5,1
49364,81,1,NA,NA
49365,477,3,2,6
49366,898,2,1,1
49367,3,1,NA,NA
49368,428,3,5,1
49369,367,1,3,1
49370,76,3,NA,NA
49371,29,3,NA,NA
49372,176,4,NA,NA
49373,704,4,2,3
49374,658,3,2,1
49375,857,1,1,1
49376,413,2,4,4
49377,10,1,NA,NA
49378,59,4,NA,NA
49379,572,3,5,1
49380,86,3,NA,NA
49381,537,3,5,1
49382,278,4,4,5
49383,18,4,NA,NA
49384,32,1,NA,NA
49385,215,3,NA,NA
49386,794,3,2,3
49387,26,1,NA,NA
49388,7,3,NA,NA
49389,121,3,NA,NA
49390,872,1,1,5
49391,711,4,4,1
49392,745,4,5,1
49393,596,4,4,3
49394,13,2,NA,NA
49395,580,3,4,1
49396,188,3,NA,NA
49397,21,1,NA,NA
49398,949,3,4,2
49399,162,5,NA,NA
49400,50,2,NA,NA
49401,693,3,4,3
49402,95,1,NA,NA
49403,792,3,4,5
49404,537,3,4,3
49405,739,3,3,1
49406,477,3,4,1
49407,55,4,NA,NA
49408,45,1,NA,NA
49409,96,1,NA,NA
49410,643,3,4,1
49411,NA,3,4,1
49412,475,3,5,4
49413,836,1,1,1
49414,6,2,NA,NA
49415,218,1,NA,NA
49416,734,3,5,1
49417,34,3,NA,NA
49418,2,3,NA,NA
49419,850,1,1,2
49420,NA,4,2,2
49421,96,4,NA,NA
49422,73,4,NA,NA
49423,164,1,NA,NA
49424,31,1,NA,NA
49425,60,1,NA,NA
49426,221,2,NA,NA
49427,221,2,NA,NA
49428,433,3,3,1
49429,248,5,2,5
49430,390,3,4,1
49431,248,1,2,1
49432,648,3,4,1
49433,726,3,3,1
49434,102,1,NA,NA
49435,639,4,4,1
49436,612,3,3,3
49437,774,4,2,3
49438,577,5,5,1
49439,192,2,NA,NA
49440,110,3,NA,NA
49441,49,3,NA,NA
49442,261,4,5,5
49443,22,3,NA,NA
49444,107,3,NA,NA
49445,546,1,2,1
49446,273,4,4,5
49447,353,3,4,1
49448,190,4,NA,NA
49449,534,1,1,2
49450,276,1,1,5
49451,168,3,NA,NA
49452,492,1,3,5
49453,507,3,2,6
49454,521,3,4,1
49455,336,3,2,5
49456,72,3,NA,NA
49457,475,3,4,3
49458,425,1,3,4
49459,399,4,5,1
49460,388,3,3,1
49461,474,5,5,1
49462,246,3,2,5
49463,201,3,NA,NA
49464,404,4,4,3
49465,527,1,2,3
49466,191,3,NA,NA
49467,189,1,NA,NA
49468,200,4,NA,NA
49469,173,2,NA,NA
49470,29,3,NA,NA
49471,129,1,NA,NA
49472,285,1,5,5
49473,229,3,NA,NA
49474,190,2,NA,NA
49475,150,4,NA,NA
49476,158,4,NA,NA
49477,494,3,5,1
49478,111,2,NA,NA
49479,79,3,NA,NA
49480,172,1,NA,NA
49481,525,3,4,1
49482,127,3,NA,NA
49483,17,1,NA,NA
49484,634,3,1,1
49485,131,5,NA,NA
49486,880,2,4,2
49487,575,4,2,5
49488,23,3,NA,NA
49489,671,3,3,1
49490,770,1,4,1
49491,NA,4,1,2
49492,619,4,4,1
49493,404,3,4,1
49494,470,3,1,6
49495,10,2,NA,NA
49496,25,4,NA,NA
49497,3,3,NA,NA
49498,134,3,NA,NA
49499,2,5,NA,NA
49500,8,4,NA,NA
49501,459,3,5,1
49502,946,2,1,2
49503,184,3,NA,NA
49504,64,2,NA,NA
49505,NA,2,5,2
49506,307,4,4,5
49507,726,2,2,2
49508,115,3,NA,NA
49509,23,1,NA,NA
49510,489,1,3,1
49511,580,3,5,1
49512,42,4,NA,NA
49513,NA,3,4,1
49514,5,3,NA,NA
49515,149,2,NA,NA
49516,530,4,5,1
49517,12,4,NA,NA
49518,172,4,NA,NA
49519,624,1,1,4
49520,517,3,3,1
49521,794,4,3,3
49522,658,1,4,3
49523,660,3,4,1
49524,227,1,NA,NA
49525,225,3,NA,NA
49526,531,2,3,1
49527,603,5,5,1
49528,404,4,5,1
49529,505,4,5,1
49530,487,1,1,1
49531,757,4,4,3
49532,97,4,NA,NA
49533,114,4,NA,NA
49534,9,3,NA,NA
49535,427,3,4,3
49536,596,2,4,1
49537,138,3,NA,NA
49538,21,3,NA,NA
49539,383,3,3,4
49540,705,3,4,1
49541,302,4,4,1
49542,37,3,NA,NA
49543,45,1,NA,NA
49544,131,1,NA,NA
49545,94,3,NA,NA
49546,727,3,5,1
49547,288,1,4,5
49548,246,3,2,5
49549,151,4,NA,NA
49550,74,3,NA,NA
49551,10,1,NA,NA
49552,862,3,4,3
49553,173,4,NA,NA
49554,406,1,4,1
49555,832,1,1,4
49556,121,2,NA,NA
49557,867,3,3,1
49558,119,3,NA,NA
49559,NA,3,3,1
49560,598,3,5,3
49561,753,3,4,1
49562,727,3,5,1
49563,453,2,3,4
49564,316,3,5,5
49565,732,1,4,3
49566,274,3,4,5
49567,823,3,4,1
49568,632,3,4,5
49569,11,3,NA,NA
49570,408,2,4,5
49571,780,2,5,1
49572,218,1,NA,NA
49573,NA,3,4,2
49574,35,2,NA,NA
49575,424,3,3,1
49576,614,2,4,1
49577,131,2,NA,NA
49578,138,4,NA,NA
49579,176,4,NA,NA
49580,291,2,4,5
49581,35,2,NA,NA
49582,8,3,NA,NA
49583,75,2,NA,NA
49584,892,3,4,6
49585,943,5,1,1
49586,544,2,4,1
49587,78,2,NA,NA
49588,157,1,NA,NA
49589,608,3,2,1
49590,611,2,2,5
49591,889,3,4,2
49592,114,2,NA,NA
49593,689,3,5,6
49594,NA,3,3,3
49595,556,3,3,1
49596,394,4,3,5
49597,387,4,4,5
49598,880,4,1,4
49599,493,3,5,1
49600,280,3,4,1
49601,472,2,2,1
49602,614,3,5,1
49603,656,3,5,1
49604,8,3,NA,NA
49605,5,3,NA,NA
49606,68,3,NA,NA
49607,82,1,NA,NA
49608,NA,3,3,2
49609,944,3,1,2
49610,17,5,NA,NA
49611,123,3,NA,NA
49612,562,3,5,5
49613,102,4,NA,NA
49614,262,1,2,6
49615,176,4,NA,NA
49616,471,1,3,1
49617,120,4,NA,NA
49618,793,4,2,3
49619,878,3,4,2
49620,737,3,1,1
49621,347,1,4,1
49622,859,3,3,1
49623,151,4,NA,NA
49624,607,3,3,5
49625,113,1,NA,NA
49626,489,3,4,6
49627,10,1,NA,NA
49628,752,3,5,1
49629,704,2,5,1
49630,539,3,1,6
49631,2,3,NA,NA
49632,3,1,NA,NA
49633,791,3,3,1
49634,70,5,NA,NA
49635,550,3,3,1
49636,615,2,5,1
49637,122,5,NA,NA
49638,883,2,3,1
49639,NA,1,1,2
49640,159,5,NA,NA
49641,817,3,5,1
49642,561,3,2,3
49643,269,3,4,5
49644,729,3,5,1
49645,167,4,NA,NA
49646,123,1,NA,NA
49647,78,1,NA,NA
49648,38,3,NA,NA
49649,132,4,NA,NA
49650,9,2,NA,NA
49651,503,2,2,4
49652,90,4,NA,NA
49653,126,3,NA,NA
49654,786,3,5,1
49655,29,3,NA,NA
49656,550,1,2,1
49657,49,3,NA,NA
49658,138,2,NA,NA
49659,899,3,1,2
49660,158,4,NA,NA
49661,227,3,NA,NA
49662,897,3,3,1
49663,136,3,NA,NA
49664,692,4,2,4
49665,450,5,3,5
49666,173,1,NA,NA
49667,424,5,5,1
49668,16,4,NA,NA
49669,1,3,NA,NA
49670,787,1,4,1
49671,407,3,5,1
49672,45,3,NA,NA
49673,866,3,3,2
49674,643,4,4,1
49675,51,3,NA,NA
49676,715,3,4,1
49677,192,4,NA,NA
49678,10,3,NA,NA
49679,670,1,1,1
49680,577,3,5,1
49681,27,5,NA,NA
49682,879,1,1,1
